ticker,company_name,year,market_cap,category,sector,industry,price,ret_1d,low_52w,high_52w,from_low_pct,from_high_pct,sma_20d,sma_50d,sma_200d,ret_3d,ret_7d,ret_30d,ret_3m,ret_6m,ret_1y,ret_3y,ret_5y,volume_1d,volume_7d,volume_30d,volume_90d,volume_180d,vol_ratio_1d_90d,vol_ratio_7d_90d,vol_ratio_30d_90d,vol_ratio_1d_180d,vol_ratio_7d_180d,vol_ratio_30d_180d,vol_ratio_90d_180d,rvol,prev_close,pe,eps_current,eps_last_qtr,eps_change_pct
CMSINFO,Cms Info Systems Ltd,2008,"₹7,196 Cr",Mid Cap,Industrials,Specialty Business Services,₹438,0.23%,₹411,₹617,6.56%,-29.03%,₹480,₹491,₹476,0.23%,-0.59%,-15.62%,-7.49%,1.98%,-21.38%,57.35%,,341704,437588,468951,406178,449314,-15.87%,7.73%,15.45%,-23.95%,-2.61%,4.37%,-9.60%,0.8,₹437,19,22,22,
MAPMYINDIA,CE Info Systems Ltd,1995,"₹9,756 Cr",Mid Cap,Technology,Software - Infrastructure,"₹1,785",-1.47%,"₹1,513","₹2,390",17.98%,-25.31%,"₹1,803","₹1,800","₹1,755",-1.47%,0.48%,-1.35%,-14.40%,5.99%,-18.71%,33.56%,,36623,57499,83728,132435,119943,-72.35%,-56.58%,-36.78%,-69.47%,-52.06%,-30.19%,10.42%,0.3,"₹1,812",62,29,29,
SONATSOFTW,Sonata Software Ltd,1994,"₹10,360 Cr",Mid Cap,Technology,Information Technology Services,₹372,12.81%,₹286,₹697,29.89%,-46.64%,₹397,₹407,₹462,12.81%,4.67%,-14.07%,-6.42%,-16.62%,-36.28%,42.62%,224.38%,40992949,8939868,2665796,2146615,3536433,1809.65%,316.46%,24.19%,1059.16%,152.79%,-24.62%,-39.30%,19.1,₹330,24,15,15,
MBAPL,Madhya Bharat Agro products Ltd,1997,"₹3,724 Cr",Small Cap,Basic Materials,Agricultural Inputs,₹425,-0.15%,₹197,₹465,115.71%,-8.61%,₹432,₹407,₹305,-0.15%,-4.28%,0.30%,45.11%,53.19%,93.53%,113.46%,2427.96%,144456,170651,290676,261576,158018,-44.77%,-34.76%,11.13%,-8.58%,8.00%,83.95%,65.54%,0.6,₹426,50,8,8,
BIGBLOC,Bigbloc Construction Ltd,2015,₹725 Cr,Small Cap,Industrials,Building Products & Equipment,₹51,0.67%,₹49,₹149,3.60%,-65.51%,₹58,₹62,₹77,0.67%,-6.55%,-18.19%,-26.05%,-29.73%,-58.03%,-13.89%,1223.51%,127354,135068,89553,152134,196598,-16.29%,-11.22%,-41.14%,-35.22%,-31.30%,-54.45%,-22.62%,0.8,₹51,75,1,1,
COROMANDEL,Coromandel International Ltd,1961,"₹70,917 Cr",Large Cap,Basic Materials,Agricultural Inputs,"₹2,384",-2.36%,"₹1,546","₹2,719",54.24%,-12.32%,"₹2,452","₹2,374","₹2,061",-2.36%,-4.81%,-0.05%,-3.48%,31.02%,38.85%,120.57%,216.98%,198802,248683,537616,902225,798759,-77.97%,-72.44%,-40.41%,-75.11%,-68.87%,-32.69%,12.95%,0.2,"₹2,442",31,77,77,
APTECHT,Aptech Ltd,2000,₹738 Cr,Small Cap,Consumer Defensive,Education & Training Services,₹127,-0.47%,₹107,₹254,18.90%,-49.91%,₹134,₹145,₹152,-0.47%,-2.16%,-12.11%,-25.96%,-11.91%,-41.01%,-23.48%,59.52%,23364,32527,41902,97365,305835,-76.00%,-66.59%,-56.96%,-92.36%,-89.36%,-86.30%,-68.16%,0.2,₹128,36,4,4,
LIKHITHA,Likhitha Infrastructure Ltd,1998,"₹1,001 Cr",Small Cap,Energy,Oil & Gas Equipment & Services,₹254,-0.47%,₹239,₹452,6.24%,-43.85%,₹275,₹286,₹302,-0.47%,-5.39%,-9.08%,-7.61%,-11.49%,-32.96%,74.61%,,46283,63543,48874,122213,113958,-62.13%,-48.01%,-60.01%,-59.39%,-44.24%,-57.11%,7.24%,0.4,₹255,14,18,18,
RVNL,Rail Vikas Nigam Ltd,2003,"₹68,640 Cr",Large Cap,Industrials,Engineering & Construction,₹323,-5.65%,₹305,₹620,5.95%,-47.84%,₹360,₹384,₹392,-5.73%,-6.60%,-15.41%,-14.11%,-12.54%,-43.25%,942.42%,1362.22%,5392512,3270370,3469704,7842873,8892618,-31.24%,-58.30%,-55.76%,-39.36%,-63.22%,-60.98%,-11.80%,0.7,₹343,53,6,6,
ECLERX,eClerx Services Limited,2000,"₹19,274 Cr",Mid Cap,Technology,Information Technology Services,"₹4,100",-0.22%,"₹2,168","₹4,200",89.11%,-2.38%,"₹3,821","₹3,644","₹3,244",-0.22%,3.76%,14.14%,29.91%,34.94%,65.01%,177.08%,809.84%,46931,125000,143089,115146,88533,-59.24%,8.56%,24.27%,-46.99%,41.19%,61.62%,30.06%,0.4,"₹4,109",34,119,119,
KAMATHOTEL,Kamat Hotels (India) Ltd,1986,₹771 Cr,Small Cap,Consumer Cyclical,Lodging,₹261,1.65%,₹175,₹354,49.14%,-26.19%,₹246,₹240,₹246,1.65%,0.08%,10.81%,8.79%,-4.68%,23.11%,208.15%,715.63%,243921,398628,232296,133944,284609,82.11%,197.61%,73.43%,-14.30%,40.06%,-18.38%,-52.94%,1.8,₹257,17,16,16,
LTIM,LTIMindtree Ltd,1996,"₹150,169 Cr",Large Cap,Technology,Information Technology Services,"₹5,117",1.00%,"₹3,802","₹6,768",34.59%,-24.39%,"₹5,127","₹5,243","₹5,324",1.00%,-0.28%,-0.79%,1.65%,-9.88%,-4.98%,,,156885,167094,263527,257420,362967,-39.05%,-35.09%,2.37%,-56.78%,-53.96%,-27.40%,-29.08%,0.6,"₹5,067",35,146,146,
FACT,Fertilisers And Chemicals Travancore Ltd,1943,"₹61,595 Cr",Large Cap,Basic Materials,Agricultural Inputs,₹952,4.06%,₹565,"₹1,112",68.48%,-14.40%,₹949,₹975,₹870,4.06%,-1.72%,5.27%,9.28%,15.80%,-0.94%,696.90%,1862.68%,634028,398599,781987,1026288,1019979,-38.22%,-61.16%,-23.80%,-37.84%,-60.92%,-23.33%,0.62%,0.6,₹915,1487,1,1,
CRISIL,Crisil Ltd,1987,"₹37,282 Cr",Large Cap,Financial Services,Financial Data & Stock Exchanges,"₹5,091",-2.58%,"₹3,974","₹6,950",28.12%,-26.75%,"₹5,504","₹5,632","₹5,228",-2.58%,-4.93%,-15.05%,1.19%,-4.83%,12.20%,55.14%,195.54%,29275,30258,36826,69073,72936,-57.62%,-56.19%,-46.69%,-59.86%,-58.51%,-49.51%,-5.30%,0.4,"₹5,226",51,100,100,
ADANIPOWER,Adani Power Ltd,1996,"₹228,042 Cr",Mega Cap,Utilities,Utilities - Independent Power Producers,₹596,0.35%,₹432,₹707,37.95%,-15.68%,₹587,₹578,₹538,0.35%,2.84%,-2.23%,9.73%,19.63%,-13.57%,64.47%,1504.17%,2282587,3310220,3269303,4683202,5145576,-51.26%,-29.32%,-30.19%,-55.64%,-35.67%,-36.46%,-8.99%,0.5,₹594,18,32,32,
COALINDIA,Coal India Ltd,1973,"₹237,483 Cr",Mega Cap,Energy,Thermal Coal,₹385,0.65%,₹349,₹544,10.24%,-29.17%,₹382,₹387,₹390,0.65%,2.16%,0.30%,-4.86%,7.24%,-26.21%,72.72%,192.00%,4860757,4810171,5952783,6299288,6455134,-22.84%,-23.64%,-5.50%,-24.70%,-25.48%,-7.78%,-2.41%,0.8,₹383,7,54,54,
IVP,IVP Ltd,1929,₹180 Cr,Micro Cap,Basic Materials,Specialty Chemicals,₹175,2.91%,₹141,₹267,23.84%,-34.55%,₹183,₹185,₹186,2.91%,-1.89%,-5.21%,-7.73%,-0.71%,-6.50%,17.75%,258.32%,10155,6511,11305,16786,18695,-39.50%,-61.21%,-32.65%,-45.68%,-65.17%,-39.53%,-10.21%,0.6,₹170,20,9,9,
IRCTC,Indian Railway Ctrng nd Trsm Corp Ltd,1999,"₹57,637 Cr",Large Cap,Industrials,Railroads,₹720,-0.44%,₹656,₹957,9.78%,-24.76%,₹743,₹762,₹766,-0.44%,-1.21%,-6.51%,-8.34%,-4.10%,-21.59%,7.78%,163.10%,275269,678886,597661,1033662,1097879,-73.37%,-34.32%,-42.18%,-74.93%,-38.16%,-45.56%,-5.85%,0.3,₹723,44,16,16,
DONEAR,Donear Industries Ltd,1987,₹505 Cr,Small Cap,Consumer Cyclical,Textile Manufacturing,₹97,0.83%,₹96,₹185,1.70%,-47.50%,₹102,₹106,₹118,0.83%,-1.92%,-10.52%,-15.33%,-14.52%,-28.00%,86.77%,245.62%,13306,30865,45158,84177,109667,-84.19%,-63.33%,-46.35%,-87.87%,-71.86%,-58.82%,-23.24%,0.2,₹96,16,6,6,
RKFORGE,Ramkrishna Forgings Ltd,1981,"₹10,556 Cr",Mid Cap,Industrials,Metal Fabrication,₹585,0.66%,₹552,"₹1,064",6.03%,-45.02%,₹607,₹633,₹745,0.66%,1.81%,-9.72%,-6.23%,-12.86%,-36.82%,213.25%,1368.01%,286808,423830,556643,1477165,1280076,-80.58%,-71.31%,-62.32%,-77.59%,-66.89%,-56.51%,15.40%,0.2,₹581,21,28,28,
HAPPSTMNDS,Happiest Minds Technologies Ltd,2011,"₹8,686 Cr",Mid Cap,Technology,Information Technology Services,₹580,0.56%,₹519,₹833,11.66%,-30.39%,₹609,₹620,₹659,0.56%,-2.08%,-7.33%,-3.18%,-17.76%,-23.16%,-42.02%,,114475,150418,290858,834192,697399,-86.28%,-81.97%,-65.13%,-83.59%,-78.43%,-58.29%,19.61%,0.1,₹577,46,13,13,
AARON,AARON INDUSTRIES Ltd,2013,₹428 Cr,Micro Cap,Industrials,Specialty Industrial Machinery,₹409,0.96%,₹251,₹478,62.92%,-14.44%,₹425,₹400,₹362,1.82%,-7.91%,17.04%,19.09%,17.34%,48.75%,201.51%,,107355,54179,90312,39754,24778,170.05%,36.29%,127.18%,333.27%,118.66%,264.48%,60.44%,2.7,₹405,52,8,8,
500284,Lords Chloro Alkali Ltd,1979,₹503 Cr,Small Cap,Basic Materials,Chemicals,₹201,3.31%,₹121,₹245,66.01%,-17.96%,₹205,₹178,₹161,3.31%,-3.29%,18.49%,30.65%,21.10%,47.18%,-9.94%,428.78%,1569,7044,65327,26956,15221,-94.18%,-73.87%,142.34%,-89.69%,-53.73%,329.19%,77.10%,0.1,₹195,36,6,6,
504132,Permanent Magnets Ltd,1960,₹825 Cr,Small Cap,Industrials,Electrical Equipment & Parts,₹959,0.71%,₹600,"₹1,073",59.83%,-10.62%,₹944,₹922,₹852,0.71%,3.21%,7.30%,22.96%,4.84%,-6.44%,168.25%,656.61%,2692,8375,14336,17236,12614,-84.38%,-51.41%,-16.82%,-78.66%,-33.60%,13.65%,36.64%,0.2,₹952,49,20,20,
504605,Uni-Abex Alloy Products Ltd,1972,₹576 Cr,Small Cap,Basic Materials,Steel,"₹2,917",-5.00%,"₹1,820","₹3,895",60.29%,-25.10%,"₹3,422","₹3,410","₹2,824",-5.00%,-17.59%,-15.07%,-0.45%,29.88%,7.21%,389.29%,724.01%,1389,1315,1015,1112,990,24.92%,18.28%,-8.74%,40.28%,32.83%,2.48%,12.30%,1.2,"₹3,071",17,170,170,
534425,Speciality Restaurants Ltd,1999,₹600 Cr,Small Cap,Consumer Cyclical,Restaurants,₹124,0.20%,₹114,₹199,8.40%,-37.68%,₹132,₹129,₹138,0.20%,-1.35%,-4.84%,-8.90%,-10.18%,-26.38%,-37.64%,246.09%,983,3643,3395,3275,3995,-69.99%,11.21%,3.66%,-75.39%,-8.82%,-15.02%,-18.02%,0.3,₹124,31,4,4,
500414,Timex Group India Ltd,1988,"₹2,642 Cr",Small Cap,Consumer Cyclical,Luxury Goods,₹262,-4.63%,₹118,₹290,121.97%,-9.73%,₹236,₹244,₹205,-4.63%,-4.02%,17.70%,20.93%,51.97%,82.24%,240.53%,1176.59%,782260,897672,641294,574502,340669,36.16%,56.25%,11.63%,129.62%,163.50%,88.25%,68.64%,1.4,₹274,63,4,4,
RAYMOND,Raymond Ltd,1925,"₹4,092 Cr",Small Cap,Industrials,Specialty Industrial Machinery,₹612,0.02%,₹433,₹784,41.36%,-21.93%,₹676,₹657,"₹1,231",0.02%,-4.86%,-10.88%,5.75%,-57.62%,-67.01%,-34.91%,128.61%,269947,483463,648334,1361825,974367,-80.18%,-64.50%,-52.39%,-72.30%,-50.38%,-33.46%,39.77%,0.2,₹612,1,840,840,
543236,Atam Valves Ltd,1982,₹106 Cr,Micro Cap,Industrials,Specialty Industrial Machinery,₹92,-1.19%,₹77,₹192,19.96%,-51.89%,₹99,₹105,₹112,-1.19%,2.07%,-12.53%,-11.40%,-19.78%,-46.36%,-38.27%,,262,3654,2899,6527,7722,-95.99%,-44.02%,-55.59%,-96.61%,-52.68%,-62.46%,-15.48%,0.0,₹93,17,6,6,
526073,GALAXY BEARINGS LTD,1990,₹294 Cr,Micro Cap,Industrials,Metal Fabrication,₹926,-1.63%,₹601,"₹1,445",54.06%,-35.92%,₹926,₹924,₹899,-1.63%,0.76%,1.72%,-7.56%,24.65%,-32.67%,13.71%,547.10%,1383,2295,978,1293,1253,6.96%,77.48%,-24.39%,10.34%,83.08%,-22.00%,3.15%,1.1,₹941,21,43,43,
505872,WPIL Ltd,1952,"₹4,058 Cr",Small Cap,Industrials,Specialty Industrial Machinery,₹415,-3.34%,₹346,₹768,20.23%,-45.90%,₹446,₹430,₹507,-3.34%,-15.73%,0.29%,-6.64%,-28.00%,-7.42%,284.39%,882.62%,30847,156042,107945,78144,85853,-60.53%,99.68%,38.14%,-64.07%,81.75%,25.73%,-8.98%,0.4,₹430,35,12,12,
531253,India Gelatine & Chemicals Ltd,1973,₹251 Cr,Micro Cap,Basic Materials,Specialty Chemicals,₹354,1.27%,₹306,₹450,15.67%,-21.30%,₹357,₹365,₹373,1.27%,0.97%,-2.97%,-0.37%,-5.80%,-3.96%,174.95%,280.24%,1994,981,921,1151,1814,73.21%,-14.76%,-20.02%,9.95%,-45.89%,-49.23%,-36.52%,1.7,₹350,14,25,25,
532365,Dynacons Systems and Solutions Ltd,1995,"₹1,262 Cr",Small Cap,Technology,Information Technology Services,₹992,0.03%,₹929,"₹1,730",6.77%,-42.65%,"₹1,024","₹1,057","₹1,167",0.03%,-0.24%,-6.66%,-11.66%,-11.94%,-30.76%,278.23%,4157.94%,2072,1611,2845,3831,4406,-45.91%,-57.95%,-25.72%,-52.97%,-63.44%,-35.43%,-13.06%,0.5,₹992,17,57,57,
505358,Integra Engineering India Ltd,1981,₹821 Cr,Small Cap,Industrials,Specialty Industrial Machinery,₹239,1.00%,₹197,₹280,21.07%,-14.81%,₹250,₹233,₹230,1.00%,-2.35%,-4.04%,8.36%,10.65%,-10.72%,323.62%,869.51%,27769,15408,42902,31276,23487,-11.21%,-50.74%,37.17%,18.23%,-34.40%,82.67%,33.17%,0.9,₹236,40,6,6,
540737,Shree Ganesh Remedies Ltd,1995,₹668 Cr,Small Cap,Healthcare,Drug Manufacturers - Specialty & Generic,₹520,-0.87%,₹500,₹950,4.02%,-45.25%,₹575,₹592,₹681,-0.87%,-2.81%,-11.28%,-28.08%,-33.66%,-27.30%,122.57%,636.79%,3096,8282,7633,11268,9104,-72.52%,-26.51%,-32.26%,-65.99%,-9.03%,-16.16%,23.78%,0.3,₹525,31,17,17,
505690,Brady And Morris Engineering Co Ltd,1946,₹311 Cr,Micro Cap,Industrials,Specialty Industrial Machinery,"₹1,381",-5.00%,₹978,"₹2,511",41.25%,-45.02%,"₹1,642","₹1,663","₹1,463",-5.00%,-11.33%,-20.98%,7.27%,29.29%,16.78%,1022.56%,1670.19%,1274,201,235,807,628,57.80%,-75.17%,-70.92%,102.88%,-68.07%,-62.61%,28.56%,1.6,"₹1,453",13,107,107,
507753,TGV SRAAC Ltd,1981,"₹1,370 Cr",Small Cap,Basic Materials,Chemicals,₹128,0.08%,₹88,₹136,45.84%,-5.96%,₹108,₹102,₹103,0.08%,10.74%,29.72%,23.74%,27.85%,37.16%,5.48%,600.82%,1616535,1112069,510319,277101,225294,483.37%,301.32%,84.16%,617.52%,393.61%,126.51%,23.00%,5.8,₹128,15,9,9,
506820,Astrazeneca Pharma India Ltd,1979,"₹21,625 Cr",Large Cap,Healthcare,Drug Manufacturers - Specialty & Generic,"₹8,635",-1.78%,"₹6,222","₹10,653",38.77%,-18.94%,"₹8,999","₹9,237","₹7,931",-1.78%,-2.47%,-5.98%,8.65%,15.64%,30.70%,181.61%,159.91%,266,549,1578,3792,2927,-92.98%,-85.53%,-58.37%,-90.91%,-81.25%,-46.07%,29.55%,0.1,"₹8,791",187,46,46,
539843,NINtec Systems Ltd,2015,₹770 Cr,Small Cap,Technology,Information Technology Services,₹416,0.69%,₹410,₹688,1.45%,-39.61%,₹436,₹450,₹485,0.69%,-2.61%,-6.95%,-9.12%,-14.21%,-17.94%,,,208,2005,1604,1581,1295,-86.84%,26.80%,1.44%,-83.94%,54.78%,23.83%,22.07%,0.1,₹413,29,14,14,
543709,PNGS Gargi Fashion Jewellery Ltd,2009,₹829 Cr,Small Cap,Consumer Cyclical,Luxury Goods,₹800,-0.82%,₹780,"₹1,517",2.58%,-47.25%,₹848,₹875,"₹1,068",-0.82%,-2.60%,-9.47%,-14.56%,-34.77%,-12.31%,,,6500,7750,10274,10851,12823,-40.10%,-28.58%,-5.32%,-49.31%,-39.56%,-19.88%,-15.38%,0.6,₹807,35,23,23,
500126,Procter & Gamble Health Ltd,1967,"₹10,541 Cr",Mid Cap,Healthcare,Drug Manufacturers - Specialty & Generic,"₹6,353",0.40%,"₹4,912","₹6,490",29.33%,-2.11%,"₹6,012","₹5,889","₹5,455",0.40%,3.24%,9.26%,21.06%,20.79%,22.58%,44.63%,35.63%,286,785,1265,878,664,-67.41%,-10.59%,44.15%,-56.90%,18.25%,90.64%,32.25%,0.3,"₹6,328",42,151,151,
516030,Pakka Limited,1981,₹807 Cr,Small Cap,Basic Materials,Paper & Paper Products,₹177,1.28%,₹155,₹363,14.45%,-51.13%,₹199,₹196,₹226,1.28%,-7.27%,-14.36%,0.91%,-17.98%,-40.57%,83.74%,404.69%,22516,26428,16410,25639,22318,-12.18%,3.08%,-36.00%,0.89%,18.42%,-26.47%,14.88%,0.9,₹175,13,14,14,
SAKSOFT,Saksoft Ltd,1999,"₹2,623 Cr",Small Cap,Technology,Information Technology Services,₹207,-3.33%,₹125,₹320,65.32%,-35.31%,₹219,₹213,₹196,-3.33%,2.82%,-13.67%,17.06%,10.12%,-8.25%,138.79%,879.16%,287133,596912,491584,997844,638798,-71.22%,-40.18%,-50.74%,-55.05%,-6.56%,-23.05%,56.21%,0.3,₹214,25,8,8,
520111,Ratnamani Metals and Tubes Ltd,1983,"₹16,366 Cr",Mid Cap,Basic Materials,Steel,"₹2,321",0.01%,"₹2,258","₹3,972",2.78%,-41.56%,"₹2,627","₹2,780","₹2,881",0.01%,-5.73%,-19.28%,-16.80%,-10.81%,-35.48%,34.87%,209.18%,274,1154,1110,1098,1152,-75.04%,5.14%,1.10%,-76.22%,0.16%,-3.69%,-4.74%,0.2,"₹2,321",29,81,81,
519156,Vadilal Industries Ltd,1982,"₹3,549 Cr",Small Cap,Consumer Defensive,Packaged Foods,"₹4,967",-1.74%,"₹3,411","₹7,399",45.59%,-32.88%,"₹5,303","₹5,370","₹4,830",-1.74%,-5.41%,-3.38%,-29.69%,32.79%,22.49%,115.24%,720.71%,756,892,844,1628,3124,-53.57%,-45.20%,-48.18%,-75.80%,-71.44%,-72.99%,-47.87%,0.5,"₹5,055",24,209,209,
500163,Godfrey Phillips India Ltd,1936,"₹49,881 Cr",Large Cap,Consumer Defensive,Tobacco,"₹9,625",-2.17%,"₹4,115","₹11,450",133.89%,-15.94%,"₹9,362","₹8,800","₹6,909",-2.17%,-11.37%,6.47%,4.62%,87.35%,119.15%,717.31%,926.08%,11726,78333,35871,17385,17640,-32.55%,350.56%,106.33%,-33.53%,344.06%,103.35%,-1.44%,0.7,"₹9,838",38,251,251,
534618,Waaree Renewable Technologies Ltd,1999,"₹10,457 Cr",Mid Cap,Utilities,Utilities - Renewable,"₹1,004",-0.30%,₹732,"₹2,075",37.09%,-51.63%,"₹1,081","₹1,033","₹1,080",-0.30%,-2.92%,2.89%,-0.93%,11.04%,-33.19%,1294.01%,31359.25%,42315,73084,495794,212357,237015,-80.07%,-65.58%,133.47%,-82.15%,-69.16%,109.18%,-10.40%,0.2,"₹1,007",,51,51,
531241,Linc Ltd,1994,₹761 Cr,Small Cap,Industrials,Business Equipment & Supplies,₹127,-4.99%,₹97,₹207,30.57%,-38.86%,₹139,₹142,₹136,-4.99%,-7.08%,-13.81%,-12.14%,1.93%,-12.76%,72.08%,207.03%,1263,1886,2408,5637,7193,-77.59%,-66.55%,-57.28%,-82.44%,-73.79%,-66.52%,-21.63%,0.2,₹133,20,6,6,
513517,Steelcast Ltd,1972,"₹2,135 Cr",Small Cap,Basic Materials,Steel,"₹1,066",3.96%,₹627,"₹1,275",69.94%,-16.39%,"₹1,136","₹1,128",₹939,3.96%,2.72%,-9.01%,7.39%,29.74%,66.03%,136.06%,1071.11%,1744,1495,4617,3604,3282,-51.61%,-58.51%,28.10%,-46.86%,-54.44%,40.69%,9.83%,0.5,"₹1,026",27,39,39,
526951,Stylam Industries Ltd,1991,"₹2,807 Cr",Small Cap,Consumer Cyclical,"Furnishings, Fixtures & Appliances","₹1,657",-2.64%,"₹1,441","₹2,736",15.01%,-39.43%,"₹1,772","₹1,705","₹1,883",-2.64%,-7.78%,-1.21%,-5.00%,-4.96%,-12.68%,36.66%,531.11%,972,2442,4797,3002,2629,-67.62%,-18.67%,59.80%,-63.03%,-7.13%,82.48%,14.19%,0.3,"₹1,702",23,71,71,
526263,Mold-Tek Technologies Ltd,1985,₹389 Cr,Micro Cap,Industrials,Engineering & Construction,₹138,1.74%,₹110,₹250,25.17%,-44.97%,₹150,₹153,₹163,1.74%,-1.54%,-12.81%,-6.43%,-11.06%,-36.36%,59.51%,247.66%,7144,7486,6474,10831,19641,-34.04%,-30.89%,-40.23%,-63.63%,-61.89%,-67.04%,-44.85%,0.7,₹135,23,12,12,
505412,Wendt (India) Limited,1980,"₹1,978 Cr",Small Cap,Industrials,Tools & Accessories,"₹9,880",1.95%,"₹8,174","₹18,000",20.87%,-45.11%,"₹10,268","₹9,457","₹11,626",1.95%,0.39%,-12.37%,13.49%,-10.26%,-33.90%,26.17%,299.78%,2875,1448,4483,3487,1790,-17.55%,-58.47%,28.57%,60.57%,-19.11%,150.40%,94.76%,0.8,"₹9,691",56,178,178,
531201,Shilchar Technologies Ltd,1986,"₹5,975 Cr",Mid Cap,Industrials,Electrical Equipment & Parts,"₹5,223",-1.08%,"₹2,804","₹6,125",86.26%,-14.73%,"₹5,222","₹5,350","₹4,785",-1.08%,-2.00%,-2.03%,12.61%,37.60%,29.49%,2635.83%,12901.49%,78572,20264,20671,23862,24761,229.27%,-15.08%,-13.38%,217.33%,-18.16%,-16.52%,-3.63%,3.3,"₹5,280",41,128,128,
506854,Tanfac Industries Ltd,1972,"₹4,184 Cr",Small Cap,Basic Materials,Specialty Chemicals,"₹4,195",1.73%,"₹1,890","₹4,961",121.96%,-15.45%,"₹4,385","₹3,913","₹3,190",1.73%,3.17%,-8.70%,27.83%,33.63%,94.56%,694.35%,2069.05%,5666,3747,16175,14783,14514,-61.67%,-74.66%,9.42%,-60.96%,-74.19%,11.44%,1.85%,0.4,"₹4,124",47,88,88,
505700,Elecon Engineering Company Ltd,1960,"₹12,231 Cr",Mid Cap,Industrials,Specialty Industrial Machinery,₹545,0.68%,₹348,₹739,56.59%,-26.24%,₹580,₹625,₹569,0.68%,-3.12%,-13.08%,-19.88%,17.53%,-8.98%,217.60%,3878.10%,13889,25818,33382,38197,47751,-63.64%,-32.41%,-12.61%,-70.91%,-45.93%,-30.09%,-20.01%,0.4,₹541,24,23,23,
533758,Apl Apollo Tubes Ltd,1986,"₹43,922 Cr",Large Cap,Basic Materials,Steel,"₹1,582",-0.34%,"₹1,253","₹1,935",26.23%,-18.26%,"₹1,617","₹1,724","₹1,594",-0.34%,-1.29%,-6.62%,-10.97%,15.10%,12.13%,42.30%,622.70%,3243,36562,60447,30212,49084,-89.27%,21.02%,100.08%,-93.39%,-25.51%,23.15%,-38.45%,0.1,"₹1,587",55,29,29,
517246,B C C Fuba India Ltd,1985,₹178 Cr,Micro Cap,Technology,Electronic Components,₹116,1.66%,₹75,₹167,54.64%,-30.48%,₹103,₹111,₹113,1.66%,11.90%,5.02%,-11.68%,-8.33%,34.61%,599.40%,1265.88%,47680,27224,14723,14471,16380,229.49%,88.13%,1.74%,191.09%,66.20%,-10.12%,-11.65%,3.3,₹114,48,2,2,
538891,Magellanic Cloud Ltd,1981,"₹4,893 Cr",Small Cap,Technology,Information Technology Services,₹84,-1.51%,₹43,₹136,97.04%,-38.48%,₹87,₹80,₹72,-1.51%,-5.27%,8.70%,9.90%,18.38%,-33.30%,372.37%,3271.08%,391482,1736188,2202485,824224,520225,-52.50%,110.65%,167.22%,-24.75%,233.74%,323.37%,58.44%,0.5,₹85,47,2,2,
500444,West Coast Paper Mills Ltd,1955,"₹3,246 Cr",Small Cap,Basic Materials,Paper & Paper Products,₹490,-1.08%,₹382,₹648,28.13%,-24.40%,₹535,₹524,₹504,-1.08%,-5.08%,-9.01%,2.42%,0.80%,-15.12%,-9.18%,165.97%,3609,2597,5824,6369,9834,-43.34%,-59.23%,-8.56%,-63.30%,-73.60%,-40.78%,-35.24%,0.6,₹495,10,47,47,
532162,JK Paper Ltd,1960,"₹5,921 Cr",Mid Cap,Basic Materials,Paper & Paper Products,₹350,-1.03%,₹276,₹523,26.72%,-33.13%,₹369,₹372,₹368,-1.03%,-0.53%,-9.11%,0.79%,6.29%,-27.26%,-21.71%,264.13%,11008,13532,20525,33299,35593,-66.94%,-59.36%,-38.36%,-69.07%,-61.98%,-42.33%,-6.44%,0.3,₹353,17,20,20,
500039,Banco Products (India) Ltd,1961,"₹7,712 Cr",Mid Cap,Consumer Cyclical,Auto Parts,₹539,-10.34%,₹293,₹690,84.06%,-21.86%,₹621,₹615,₹479,-10.34%,-10.84%,-18.60%,33.55%,53.88%,63.18%,442.73%,1158.34%,125689,36624,28507,56374,43635,122.96%,-35.03%,-49.43%,188.05%,-16.07%,-34.67%,29.19%,2.2,₹601,20,27,27,
506532,Nitta Gelatin India Ltd,1975,₹751 Cr,Small Cap,Basic Materials,Specialty Chemicals,₹827,-2.47%,₹640,"₹1,005",29.18%,-17.74%,₹915,₹873,₹777,-2.47%,-3.93%,-11.92%,8.11%,14.45%,4.48%,98.74%,465.30%,3431,4643,6248,7004,5929,-51.01%,-33.71%,-10.79%,-42.13%,-21.69%,5.38%,18.13%,0.5,₹848,9,92,92,
523025,Safari Industries (India) Ltd,1980,"₹9,906 Cr",Mid Cap,Consumer Cyclical,Footwear & Accessories,"₹2,022",-0.34%,"₹1,781","₹2,837",13.53%,-28.73%,"₹2,109","₹2,152","₹2,239",-0.34%,-3.08%,-7.60%,-10.55%,-0.58%,-15.05%,195.69%,1025.21%,4084,814,1085,2349,2289,73.84%,-65.34%,-53.80%,78.38%,-64.44%,-52.60%,2.61%,1.7,"₹2,029",67,30,30,
KKCL,Kewal Kiran Clothing Limited,1992,"₹3,143 Cr",Small Cap,Consumer Cyclical,Apparel Manufacturing,₹508,-3.11%,₹425,₹684,19.53%,-25.73%,₹552,₹531,₹526,-3.11%,-8.93%,-7.55%,9.84%,-2.69%,-17.59%,31.25%,235.47%,42961,52162,50257,88427,73777,-51.42%,-41.01%,-43.17%,-41.77%,-29.30%,-31.88%,19.86%,0.5,₹524,21,24,24,
