ticker,company_name,year,market_cap,category,sector,industry,price,ret_1d,low_52w,high_52w,from_low_pct,from_high_pct,sma_20d,sma_50d,sma_200d,ret_3d,ret_7d,ret_30d,ret_3m,ret_6m,ret_1y,ret_3y,ret_5y,volume_1d,volume_7d,volume_30d,volume_90d,volume_180d,vol_ratio_1d_90d,vol_ratio_7d_90d,vol_ratio_30d_90d,vol_ratio_1d_180d,vol_ratio_7d_180d,vol_ratio_30d_180d,vol_ratio_90d_180d,rvol,prev_close,pe,eps_current,eps_last_qtr,eps_change_pct
DIXON,Dixon Technologies (India) Ltd,1993,"₹101,728 Cr",Large Cap,Technology,"Computers, Phones & Household Electronics","₹16,835",-0.98%,"₹10,950","₹19,149",53.74%,-12.08%,"₹16,331","₹15,353","₹15,482",-0.98%,0.30%,9.08%,7.74%,12.73%,51.52%,343.24%,981.03%,208975,293691,376285,463281,427662,-54.89%,-36.61%,-18.78%,-51.14%,-31.33%,-12.01%,8.33%,0.5,"₹17,002",74,226,226,
FLUOROCHEM,Gujarat Fluorochemicals Ltd,2018,"₹38,294 Cr",Large Cap,Basic Materials,Chemicals,"₹3,486",-0.75%,"₹3,105","₹4,881",12.27%,-28.58%,"₹3,496","₹3,557","₹3,831",-0.75%,-1.42%,-0.74%,-11.38%,-6.32%,6.43%,5.37%,626.48%,227248,96621,103055,100869,94753,125.29%,-4.21%,2.17%,139.83%,1.97%,8.76%,6.45%,2.3,"₹3,512",70,50,50,
MANYAVAR,Vedant Fashions Ltd,2002,"₹18,206 Cr",Mid Cap,Consumer Cyclical,Specialty Retailers,₹749,-0.96%,₹706,"₹1,512",6.10%,-50.44%,₹784,₹792,₹964,-0.96%,-0.68%,-7.98%,3.64%,-21.82%,-33.44%,-42.22%,,73966,359797,196101,317345,266703,-76.69%,13.38%,-38.21%,-72.27%,34.91%,-26.47%,18.99%,0.2,₹757,46,16,16,2.00%
CMSINFO,Cms Info Systems Ltd,2008,"₹7,252 Cr",Mid Cap,Industrials,Professional & Commercial Services,₹441,-1.62%,₹411,₹617,7.39%,-28.48%,₹499,₹496,₹478,-1.62%,-7.43%,-15.24%,1.39%,-5.53%,-18.09%,68.19%,,720041,637699,443329,430089,453072,67.42%,48.27%,3.08%,58.92%,40.75%,-2.15%,-5.07%,1.7,₹448,20,22,22,0.27%
MAPMYINDIA,CE Info Systems Ltd,1995,"₹9,661 Cr",Mid Cap,Technology,Software & IT Services,"₹1,768",-0.58%,"₹1,513","₹2,390",16.84%,-26.03%,"₹1,807","₹1,816","₹1,758",-0.58%,-2.47%,-0.55%,-2.65%,0.74%,-17.32%,31.23%,,46479,50069,104348,148223,121762,-68.64%,-66.22%,-29.60%,-61.83%,-58.88%,-14.30%,21.73%,0.3,"₹1,778",66,27,27,
SONATSOFTW,Sonata Software Ltd,1994,"₹9,873 Cr",Mid Cap,Technology,Software & IT Services,₹356,-1.00%,₹286,₹697,24.13%,-49.01%,₹417,₹413,₹469,-1.00%,-12.92%,-14.77%,-9.45%,-33.78%,-45.24%,35.23%,230.36%,887928,1397358,1572731,2065169,3299923,-57.00%,-32.34%,-23.84%,-73.09%,-57.65%,-52.34%,-37.42%,0.4,₹359,23,15,15,0.92%
MBAPL,Madhya Bharat Agro products Ltd,1997,"₹3,899 Cr",Small Cap,Basic Materials,Chemicals,₹445,0.77%,₹197,₹465,125.84%,-4.32%,₹429,₹397,₹300,0.77%,4.38%,6.67%,56.27%,53.55%,101.76%,154.16%,2854.18%,129690,332427,334381,255090,152473,-49.16%,30.32%,31.08%,-14.94%,118.02%,119.31%,67.30%,0.5,₹442,53,8,8,
BIGBLOC,Bigbloc Construction Ltd,2015,₹780 Cr,Small Cap,Basic Materials,Construction Materials,₹55,-5.11%,₹54,₹149,1.47%,-62.89%,₹61,₹63,₹79,-5.11%,-8.42%,-13.27%,-12.32%,-32.55%,-54.04%,-2.03%,1277.75%,173032,82697,74771,152659,199237,13.35%,-45.83%,-51.02%,-13.15%,-58.49%,-62.47%,-23.38%,1.1,₹58,81,1,1,
COROMANDEL,Coromandel International Ltd,1961,"₹77,291 Cr",Large Cap,Basic Materials,Chemicals,"₹2,624",3.22%,"₹1,546","₹2,719",69.77%,-3.49%,"₹2,419","₹2,364","₹2,042",3.22%,5.16%,15.73%,15.16%,39.72%,63.18%,150.03%,232.63%,666848,753127,589196,944792,814637,-29.42%,-20.29%,-37.64%,-18.14%,-7.55%,-27.67%,15.98%,0.7,"₹2,542",34,77,77,
APTECHT,Aptech Ltd,2000,₹774 Cr,Small Cap,Consumer Defensive,Professional & Business Education,₹134,-1.05%,₹107,₹254,24.77%,-47.44%,₹138,₹149,₹153,-1.05%,2.71%,-12.48%,-13.95%,-15.55%,-35.89%,-18.31%,69.76%,37453,31371,72237,143693,309146,-73.94%,-78.17%,-49.73%,-87.89%,-89.85%,-76.63%,-53.52%,0.3,₹135,41,3,3,
LIKHITHA,Likhitha Infrastructure Ltd,1998,"₹1,064 Cr",Small Cap,Industrials,Construction & Engineering,₹270,-1.91%,₹239,₹452,12.87%,-40.34%,₹281,₹289,₹305,-1.91%,-3.44%,-6.13%,6.67%,-14.06%,-33.12%,88.11%,,38541,31868,50099,127184,116143,-69.70%,-74.94%,-60.61%,-66.82%,-72.56%,-56.86%,9.51%,0.3,₹275,15,18,18,
RVNL,Rail Vikas Nigam Ltd,2003,"₹73,344 Cr",Large Cap,Industrials,Construction & Engineering,₹352,-0.37%,₹305,₹620,15.31%,-43.23%,₹371,₹391,₹394,-0.37%,-2.17%,-9.69%,6.11%,-12.10%,-35.59%,1030.87%,1736.55%,2551146,3021845,3562821,8266641,9093996,-69.14%,-63.45%,-56.90%,-71.95%,-66.77%,-60.82%,-9.10%,0.3,₹353,57,6,6,
ECLERX,eClerx Services Limited,2000,"₹18,802 Cr",Mid Cap,Industrials,Professional & Commercial Services,"₹3,966",-2.97%,"₹2,168","₹4,200",82.93%,-5.57%,"₹3,671","₹3,583","₹3,216",-2.97%,6.56%,16.18%,61.64%,24.09%,59.54%,158.14%,1136.67%,117911,204094,126370,108400,85214,8.77%,88.28%,16.58%,38.37%,139.51%,48.30%,27.21%,1.1,"₹4,087",33,119,119,
KAMATHOTEL,Kamat Hotels (India) Ltd,1986,₹775 Cr,Small Cap,Consumer Cyclical,Hotels & Entertainment Services,₹262,7.86%,₹175,₹354,49.63%,-25.95%,₹240,₹237,₹245,7.86%,10.37%,11.66%,14.82%,-6.26%,15.55%,275.41%,758.52%,1678158,461663,154444,113008,281914,1384.99%,308.52%,36.67%,495.27%,63.76%,-45.22%,-59.91%,14.8,₹243,17,16,16,
LTIM,LTIMindtree Ltd,1996,"₹150,836 Cr",Large Cap,Technology,Software & IT Services,"₹5,140",1.00%,"₹3,802","₹6,768",35.19%,-24.05%,"₹5,179","₹5,245","₹5,339",0.98%,1.65%,-3.93%,11.73%,-12.91%,-5.87%,,,183181,198464,280246,281371,362670,-34.90%,-29.47%,-0.40%,-49.49%,-45.28%,-22.73%,-22.42%,0.7,"₹5,089",35,146,146,
FACT,Fertilisers And Chemicals Travancore Ltd,1943,"₹62,715 Cr",Large Cap,Basic Materials,Chemicals,₹973,3.91%,₹565,"₹1,112",72.20%,-12.50%,₹947,₹972,₹868,3.91%,3.15%,4.71%,23.43%,8.29%,3.88%,715.89%,1809.62%,1389813,509787,727288,1048119,1012339,32.60%,-51.36%,-30.61%,37.29%,-49.64%,-28.16%,3.53%,1.3,₹936,1520,1,1,
CRISIL,Crisil Ltd,1987,"₹39,088 Cr",Large Cap,Industrials,Professional & Commercial Services,"₹5,345",0.99%,"₹3,974","₹6,950",34.51%,-23.09%,"₹5,679","₹5,635","₹5,233",0.99%,0.57%,-7.45%,6.68%,-1.04%,28.31%,66.37%,208.92%,25782,44962,42362,74939,77869,-65.60%,-40.00%,-43.47%,-66.89%,-42.26%,-45.60%,-3.76%,0.3,"₹5,293",54,100,100,
ADANIPOWER,Adani Power Ltd,1996,"₹223,471 Cr",Mega Cap,Utilities,Electrical Utilities & IPPs,₹579,-0.92%,₹432,₹719,33.94%,-19.55%,₹592,₹575,₹538,-0.92%,-2.35%,-3.11%,11.23%,14.27%,-16.07%,76.08%,1478.72%,1519871,3185589,4273276,4816420,5247327,-68.44%,-33.86%,-11.28%,-71.04%,-39.29%,-18.56%,-8.21%,0.3,₹584,18,32,34,-3.87%
COALINDIA,Coal India Ltd,1973,"₹233,878 Cr",Mega Cap,Energy,Coal,₹380,1.36%,₹349,₹544,8.75%,-30.13%,₹383,₹389,₹391,1.36%,-1.00%,-1.16%,-1.47%,0.86%,-23.98%,76.32%,192.72%,6846687,10388223,5854246,6516324,6433784,5.07%,59.42%,-10.16%,6.42%,61.46%,-9.01%,1.28%,1.1,₹375,7,54,57,-6.26%
IVP,IVP Ltd,1929,₹178 Cr,Micro Cap,Basic Materials,Chemicals,₹180,3.59%,₹141,₹267,27.46%,-32.63%,₹187,₹186,₹188,3.59%,-6.17%,-7.42%,10.37%,-4.55%,-3.03%,21.02%,256.70%,5855,12141,12936,20196,19331,-71.01%,-39.88%,-35.95%,-69.71%,-37.20%,-33.08%,4.47%,0.3,₹173,16,11,11,
IRCTC,Indian Railway Ctrng nd Trsm Corp Ltd,1999,"₹58,061 Cr",Large Cap,Industrials,Passenger Transportation Services,₹726,-0.60%,₹656,₹957,10.59%,-24.20%,₹757,₹767,₹768,-0.60%,-1.40%,-7.50%,-0.34%,-7.21%,-21.07%,10.17%,172.47%,560776,726434,636513,1060391,1127803,-47.12%,-31.49%,-39.97%,-50.28%,-35.59%,-43.56%,-5.98%,0.5,₹730,44,16,16,
DONEAR,Donear Industries Ltd,1987,₹517 Cr,Small Cap,Consumer Cyclical,Textiles & Apparel,₹99,-0.75%,₹97,₹185,2.64%,-46.27%,₹106,₹108,₹119,-0.75%,-2.58%,-7.31%,-7.87%,-22.75%,-28.13%,93.39%,256.91%,32563,43367,92140,88599,112141,-63.25%,-51.05%,4.00%,-70.96%,-61.33%,-17.84%,-20.99%,0.4,₹100,16,6,6,
RKFORGE,Ramkrishna Forgings Ltd,1981,"₹10,429 Cr",Mid Cap,Basic Materials,Metals & Mining,₹574,-0.95%,₹552,"₹1,064",4.05%,-46.05%,₹627,₹636,₹753,-0.95%,-4.23%,-12.64%,-0.79%,-23.55%,-33.31%,203.12%,1478.93%,313626,683930,626431,1491097,1288400,-78.97%,-54.13%,-57.99%,-75.66%,-46.92%,-51.38%,15.73%,0.2,₹580,31,18,18,
HAPPSTMNDS,Happiest Minds Technologies Ltd,2011,"₹8,994 Cr",Mid Cap,Technology,Software & IT Services,₹599,0.22%,₹519,₹833,15.35%,-28.09%,₹619,₹621,₹663,0.22%,-3.29%,-7.45%,2.38%,-15.46%,-22.95%,-38.15%,,146159,184582,311169,847470,733240,-82.75%,-78.22%,-63.28%,-80.07%,-74.83%,-57.56%,15.58%,0.2,₹598,47,13,12,3.34%
AARON,AARON INDUSTRIES Ltd,2013,₹464 Cr,Micro Cap,Industrials,"Machinery, Equipment & Components",₹443,-3.39%,₹251,₹474,76.56%,-6.49%,₹407,₹397,₹358,-3.39%,0.74%,18.44%,27.77%,26.70%,63.41%,227.36%,,22521,35838,79862,35913,22969,-37.29%,-0.21%,122.38%,-1.95%,56.03%,247.70%,56.35%,0.6,₹459,56,8,8,0.13%
500284,Lords Chloro Alkali Ltd,1979,₹522 Cr,Small Cap,Basic Materials,Chemicals,₹207,-3.21%,₹121,₹245,70.54%,-15.72%,₹196,₹173,₹160,-3.21%,-4.77%,26.50%,47.54%,16.03%,51.15%,-1.15%,589.00%,16154,5010,64119,26732,14898,-39.57%,-81.26%,139.86%,8.43%,-66.37%,330.38%,79.43%,0.6,₹214,37,6,6,
504132,Permanent Magnets Ltd,1960,₹799 Cr,Small Cap,Industrials,"Machinery, Equipment & Components",₹929,-0.80%,₹600,"₹1,073",54.87%,-13.40%,₹937,₹900,₹850,-0.80%,0.23%,0.58%,19.69%,-1.84%,-8.15%,164.96%,564.90%,7013,8422,14159,17030,12972,-58.82%,-50.55%,-16.86%,-45.94%,-35.08%,9.15%,31.28%,0.4,₹937,51,18,18,
504605,Uni-Abex Alloy Products Ltd,1972,₹681 Cr,Small Cap,Basic Materials,Metals & Mining,"₹3,450",2.08%,"₹1,820","₹3,895",89.56%,-11.42%,"₹3,452","₹3,407","₹2,815",2.08%,-1.42%,1.17%,26.08%,37.26%,22.37%,457.80%,923.74%,380,2105,946,1061,969,-64.20%,98.33%,-10.88%,-60.78%,117.31%,-2.35%,9.57%,0.4,"₹3,380",20,170,170,
534425,Speciality Restaurants Ltd,1999,₹623 Cr,Small Cap,Consumer Cyclical,Hotels & Entertainment Services,₹129,-1.97%,₹114,₹199,13.21%,-34.91%,₹132,₹130,₹140,-1.97%,-0.19%,2.13%,-0.99%,-13.13%,-22.63%,-37.02%,304.38%,1755,1534,2720,3131,3858,-43.96%,-51.02%,-13.15%,-54.50%,-60.24%,-29.49%,-18.82%,0.6,₹132,29,5,5,
500414,Timex Group India Ltd,1988,"₹2,622 Cr",Small Cap,Consumer Cyclical,Textiles & Apparel,₹260,4.99%,₹118,₹290,120.27%,-10.42%,₹225,₹243,₹203,4.99%,22.82%,13.28%,20.99%,41.68%,76.43%,224.02%,1245.60%,713482,1189713,591268,530301,305962,34.54%,124.35%,11.50%,133.19%,288.84%,93.25%,73.32%,1.3,₹247,62,4,3,59.16%
RAYMOND,Raymond Ltd,1925,"₹4,193 Cr",Small Cap,Consumer Cyclical,Textiles & Apparel,₹632,-1.14%,₹433,₹784,45.98%,-19.38%,₹693,₹657,"₹1,256",-1.14%,-8.13%,-10.10%,-58.97%,-57.50%,-67.34%,-32.29%,148.67%,404474,310101,715009,1365591,960542,-70.38%,-77.29%,-47.64%,-57.89%,-67.72%,-25.56%,42.17%,0.3,₹639,88,7,7,
543236,Atam Valves Ltd,1982,₹108 Cr,Micro Cap,Industrials,"Machinery, Equipment & Components",₹94,3.05%,₹77,₹192,21.69%,-51.20%,₹103,₹105,₹113,3.05%,-6.11%,-11.89%,-1.37%,-24.13%,-43.04%,-31.36%,,8134,2700,2249,6519,7843,24.77%,-58.59%,-65.51%,3.71%,-65.58%,-71.33%,-16.88%,1.2,₹91,17,6,6,
539561,Remedium Lifecare Ltd,1988,₹112 Cr,Micro Cap,Healthcare,Pharmaceuticals,₹1,-1.55%,₹1,₹10,58.75%,-86.88%,₹1,₹1,₹2,-1.55%,0.00%,14.41%,-26.59%,-57.24%,-86.24%,49.41%,647.06%,758699,4587866,5733418,9111477,5680563,-91.67%,-49.65%,-37.07%,-86.64%,-19.24%,0.93%,60.40%,0.1,₹1,,,,
526073,GALAXY BEARINGS LTD,1990,₹297 Cr,Micro Cap,Industrials,"Machinery, Equipment & Components",₹935,-4.21%,₹601,"₹1,575",55.58%,-40.63%,₹923,₹928,₹906,-4.21%,1.36%,0.22%,27.35%,9.77%,-36.86%,10.39%,482.07%,337,1377,630,1304,1265,-74.15%,5.63%,-51.66%,-73.36%,8.86%,-50.18%,3.06%,0.3,₹976,22,43,43,
505872,WPIL Ltd,1952,"₹4,830 Cr",Small Cap,Industrials,"Machinery, Equipment & Components",₹495,-3.44%,₹346,₹768,43.11%,-35.61%,₹437,₹427,₹509,-3.44%,19.97%,18.09%,24.47%,-19.73%,1.78%,347.71%,1083.86%,132882,236011,82731,70768,89695,87.77%,233.50%,16.91%,48.15%,163.13%,-7.76%,-21.10%,1.9,₹512,37,13,13,
531253,India Gelatine & Chemicals Ltd,1973,₹248 Cr,Micro Cap,Basic Materials,Chemicals,₹350,-0.65%,₹306,₹450,14.36%,-22.19%,₹361,₹366,₹373,-0.65%,-0.91%,-3.10%,-0.85%,-7.94%,-7.60%,180.34%,287.17%,825,752,860,1153,1858,-28.45%,-34.82%,-25.37%,-55.60%,-59.56%,-53.69%,-37.95%,0.7,₹352,14,25,25,
532365,Dynacons Systems and Solutions Ltd,1995,"₹1,265 Cr",Small Cap,Technology,Software & IT Services,₹994,-0.38%,₹929,"₹1,730",7.02%,-42.52%,"₹1,040","₹1,068","₹1,174",-0.38%,-4.59%,-4.77%,-2.29%,-18.23%,-17.55%,226.48%,4186.42%,3073,2998,2725,4155,4616,-26.03%,-27.85%,-34.41%,-33.43%,-35.06%,-40.97%,-10.00%,0.7,₹998,17,57,57,
505358,Integra Engineering India Ltd,1981,₹843 Cr,Small Cap,Industrials,Professional & Commercial Services,₹245,-0.08%,₹197,₹280,24.37%,-12.48%,₹253,₹231,₹230,-0.08%,0.02%,-0.08%,13.48%,1.72%,-5.91%,317.02%,891.90%,9225,42263,48250,30897,24111,-70.14%,36.79%,56.16%,-61.74%,75.29%,100.11%,28.14%,0.3,₹245,41,6,6,
540737,Shree Ganesh Remedies Ltd,1995,₹711 Cr,Small Cap,Healthcare,Biotechnology & Medical Research,₹554,-1.09%,₹546,₹950,1.47%,-41.68%,₹587,₹599,₹688,-1.09%,-6.05%,-5.73%,-22.44%,-37.98%,-32.97%,131.47%,723.79%,5784,7599,7817,11022,9303,-47.52%,-31.05%,-29.08%,-37.83%,-18.31%,-15.98%,18.47%,0.5,₹560,31,18,18,
505690,Brady And Morris Engineering Co Ltd,1946,₹350 Cr,Micro Cap,Industrials,"Machinery, Equipment & Components","₹1,557",-1.93%,₹978,"₹2,511",59.28%,-38.00%,"₹1,714","₹1,609","₹1,458",-1.93%,-7.04%,-20.24%,24.02%,21.15%,33.65%,1145.10%,2061.00%,162,115,199,835,652,-80.60%,-86.23%,-76.19%,-75.16%,-82.37%,-69.51%,28.04%,0.2,"₹1,588",15,107,107,
507753,TGV SRAAC Ltd,1981,"₹1,240 Cr",Small Cap,Basic Materials,Chemicals,₹116,0.22%,₹88,₹121,31.70%,-4.47%,₹104,₹101,₹103,0.43%,9.40%,19.07%,17.21%,18.43%,24.73%,23.46%,545.25%,392752,801692,295731,209389,193299,87.57%,282.87%,41.24%,103.18%,314.74%,52.99%,8.32%,1.9,₹115,13,9,9,
506820,Astrazeneca Pharma India Ltd,1979,"₹22,125 Cr",Large Cap,Healthcare,Pharmaceuticals,"₹8,850",-1.39%,"₹6,222","₹10,653",42.23%,-16.93%,"₹9,098","₹9,178","₹7,897",-1.39%,-1.16%,-3.15%,8.24%,17.96%,26.92%,180.50%,165.62%,612,2848,1821,3823,2948,-83.99%,-25.50%,-52.36%,-79.24%,-3.41%,-38.24%,29.65%,0.2,"₹8,975",191,46,46,
539843,NINtec Systems Ltd,2015,₹792 Cr,Small Cap,Technology,Software & IT Services,₹427,-0.68%,₹411,₹688,3.77%,-38.01%,₹445,₹455,₹489,-0.68%,-1.55%,-7.55%,-2.06%,-9.60%,-6.38%,684.15%,4418.01%,116,2480,1323,1470,1333,-92.11%,68.69%,-10.02%,-91.30%,86.09%,-0.74%,10.32%,0.1,₹429,30,14,14,
543709,PNGS Gargi Fashion Jewellery Ltd,2009,₹844 Cr,Small Cap,Consumer Cyclical,Specialty Retailers,₹819,1.07%,₹766,"₹1,517",6.89%,-46.02%,₹868,₹882,"₹1,073",1.07%,-5.86%,-8.91%,-20.70%,-41.46%,-6.25%,,,13375,19656,11518,12923,12798,3.50%,52.11%,-10.87%,4.51%,53.59%,-10.00%,0.97%,1.0,₹810,36,23,29,-19.39%
500126,Procter & Gamble Health Ltd,1967,"₹10,257 Cr",Mid Cap,Healthcare,Pharmaceuticals,"₹6,164",-2.04%,"₹4,912","₹6,490",25.48%,-5.02%,"₹5,880","₹5,836","₹5,430",-2.04%,3.73%,6.76%,22.83%,16.34%,19.06%,39.84%,32.06%,958,3734,1185,843,649,13.60%,342.71%,40.53%,47.55%,475.04%,82.53%,29.89%,1.1,"₹6,292",41,151,151,
516030,Pakka Limited,1981,₹859 Cr,Small Cap,Basic Materials,Paper & Forest Products,₹192,0.13%,₹155,₹363,23.71%,-47.18%,₹204,₹195,₹229,0.13%,-3.47%,-9.30%,17.24%,-22.79%,-39.11%,103.34%,500.16%,2745,5950,18914,24494,22913,-88.79%,-75.71%,-22.78%,-88.02%,-74.03%,-17.46%,6.90%,0.1,₹192,14,14,14,
SAKSOFT,Saksoft Ltd,1999,"₹2,617 Cr",Small Cap,Technology,Software & IT Services,₹205,-2.95%,₹125,₹320,63.64%,-35.96%,₹226,₹212,₹196,-2.95%,-5.92%,-9.79%,35.79%,4.06%,-3.89%,142.19%,791.89%,394247,443210,840439,982421,617699,-59.87%,-54.89%,-14.45%,-36.17%,-28.25%,36.06%,59.05%,0.4,₹211,25,8,8,
520111,Ratnamani Metals and Tubes Ltd,1983,"₹17,348 Cr",Mid Cap,Basic Materials,Metals & Mining,"₹2,484",-0.92%,"₹2,338","₹3,972",6.23%,-37.47%,"₹2,787","₹2,834","₹2,912",-0.92%,-6.38%,-17.41%,-4.93%,-12.32%,-30.25%,44.56%,234.63%,1757,1050,1556,1051,1146,67.20%,-0.08%,48.03%,53.25%,-8.42%,35.68%,-8.35%,1.7,"₹2,507",31,81,77,4.78%
519156,Vadilal Industries Ltd,1982,"₹3,776 Cr",Small Cap,Consumer Defensive,Food & Tobacco,"₹5,267",0.35%,"₹3,411","₹7,399",54.40%,-28.81%,"₹5,344","₹5,414","₹4,802",0.35%,-1.59%,-1.71%,-18.76%,34.49%,20.32%,121.61%,765.93%,997,447,746,1881,3097,-46.99%,-76.25%,-60.32%,-67.81%,-85.57%,-75.90%,-39.26%,0.5,"₹5,249",25,209,209,
500163,Godfrey Phillips India Ltd,1936,"₹51,239 Cr",Large Cap,Consumer Defensive,Food & Tobacco,"₹9,887",9.95%,"₹3,965","₹9,891",149.34%,-0.05%,"₹8,976","₹8,631","₹6,819",9.95%,10.54%,15.98%,19.98%,109.69%,142.98%,725.50%,948.03%,140235,19620,15336,10554,15157,1228.74%,85.90%,45.31%,825.22%,29.45%,1.18%,-30.37%,13.3,"₹8,992",44,222,222,
534618,Waaree Renewable Technologies Ltd,1999,"₹10,715 Cr",Mid Cap,Utilities,Electrical Utilities & IPPs,"₹1,028",-0.59%,₹732,"₹2,075",40.41%,-50.46%,"₹1,072","₹1,034","₹1,092",-0.59%,-5.17%,4.09%,10.17%,5.76%,-24.58%,1359.26%,38688.68%,46942,71243,487827,217977,241638,-78.46%,-67.32%,123.80%,-80.57%,-70.52%,101.88%,-9.79%,0.2,"₹1,034",,51,51,
531241,Linc Ltd,1994,₹803 Cr,Small Cap,Industrials,Professional & Commercial Services,₹136,-1.69%,₹97,₹207,40.52%,-34.20%,₹143,₹144,₹137,-1.69%,-2.43%,-5.84%,21.81%,3.02%,-6.63%,114.27%,249.85%,365,1261,2446,7458,7225,-95.11%,-83.09%,-67.21%,-94.95%,-82.54%,-66.15%,3.24%,0.0,₹139,21,6,6,
513517,Steelcast Ltd,1972,"₹2,101 Cr",Small Cap,Basic Materials,Metals & Mining,"₹1,035",0.37%,₹613,"₹1,275",68.86%,-18.84%,"₹1,180","₹1,125",₹933,0.37%,-17.09%,-10.85%,15.55%,21.73%,59.55%,114.00%,1050.00%,3616,13590,5090,4136,3421,-12.58%,228.53%,23.06%,5.69%,297.20%,48.78%,20.90%,0.9,"₹1,031",29,36,36,
504646,Bhagwati Autocast Ltd,1981,₹101 Cr,Micro Cap,Basic Materials,Metals & Mining,₹351,-2.50%,₹315,₹596,11.39%,-41.14%,₹361,₹353,₹388,-2.50%,-2.58%,-0.17%,5.09%,-17.09%,-23.86%,130.47%,254.55%,212,302,337,672,852,-68.45%,-55.06%,-49.88%,-75.13%,-64.57%,-60.48%,-21.16%,0.3,₹360,16,21,21,
526951,Stylam Industries Ltd,1991,"₹3,100 Cr",Small Cap,Consumer Cyclical,Homebuilding & Construction Supplies,"₹1,819",-0.76%,"₹1,441","₹2,736",26.23%,-33.52%,"₹1,747","₹1,700","₹1,896",-0.76%,2.14%,12.90%,17.59%,-5.31%,-2.80%,61.56%,743.50%,1866,1471,4475,2956,2628,-36.87%,-50.23%,51.38%,-29.00%,-44.02%,70.27%,12.48%,0.6,"₹1,833",25,71,71,
526263,Mold-Tek Technologies Ltd,1985,₹421 Cr,Micro Cap,Industrials,Construction & Engineering,₹146,-0.07%,₹110,₹250,33.05%,-41.50%,₹156,₹154,₹165,0.17%,-4.45%,-11.37%,9.72%,-14.73%,-36.65%,62.30%,265.83%,3017,6398,5652,11102,20318,-72.83%,-42.37%,-49.09%,-85.15%,-68.51%,-72.18%,-45.36%,0.3,₹146,23,12,12,
505412,Wendt (India) Limited,1980,"₹1,996 Cr",Small Cap,Industrials,"Machinery, Equipment & Components","₹9,980",-0.68%,"₹8,174","₹18,000",22.09%,-44.56%,"₹10,438","₹9,336","₹11,736",-0.68%,2.32%,3.65%,2.04%,-16.46%,-33.79%,22.58%,300.49%,727,1872,4743,3317,1732,-78.08%,-43.57%,42.98%,-58.03%,8.04%,173.77%,91.47%,0.2,"₹10,048",56,178,178,
531201,Shilchar Technologies Ltd,1986,"₹6,097 Cr",Mid Cap,Industrials,"Machinery, Equipment & Components","₹5,329",-1.13%,"₹2,804","₹6,125",90.05%,-13.00%,"₹5,291","₹5,331","₹4,777",-1.13%,1.30%,-6.01%,28.49%,37.37%,28.36%,2530.59%,13347.01%,11276,24294,20166,24237,24792,-53.48%,0.23%,-16.80%,-54.52%,-2.01%,-18.66%,-2.24%,0.5,"₹5,390",42,128,128,
506854,Tanfac Industries Ltd,1972,"₹4,180 Cr",Small Cap,Basic Materials,Chemicals,"₹4,190",2.51%,"₹1,890","₹4,961",121.69%,-15.55%,"₹4,419","₹3,814","₹3,141",2.51%,-5.42%,4.41%,39.09%,7.67%,94.79%,699.24%,1931.02%,5276,10930,21129,15560,15071,-66.09%,-29.76%,35.79%,-64.99%,-27.48%,40.19%,3.24%,0.3,"₹4,088",47,88,88,
505700,Elecon Engineering Company Ltd,1960,"₹12,858 Cr",Mid Cap,Industrials,"Machinery, Equipment & Components",₹574,0.24%,₹348,₹739,64.85%,-22.35%,₹601,₹638,₹569,0.24%,-0.64%,-11.27%,-7.21%,16.07%,1.56%,227.39%,4213.91%,17789,25866,50006,42429,48718,-58.07%,-39.04%,17.86%,-63.49%,-46.91%,2.64%,-12.91%,0.4,₹572,25,23,23,
533758,Apl Apollo Tubes Ltd,1986,"₹44,742 Cr",Large Cap,Basic Materials,Metals & Mining,"₹1,611",1.52%,"₹1,253","₹1,935",28.56%,-16.75%,"₹1,649","₹1,748","₹1,593",1.52%,6.28%,-7.02%,-2.99%,11.55%,13.95%,57.47%,644.29%,410482,109327,35340,24160,44845,1599.03%,352.51%,46.27%,815.34%,143.79%,-21.20%,-46.13%,17.0,"₹1,587",56,29,29,
517246,B C C Fuba India Ltd,1985,₹159 Cr,Micro Cap,Technology,Semiconductors & Semiconductor Equipment,₹104,1.12%,₹75,₹167,38.19%,-37.87%,₹105,₹112,₹113,1.12%,2.37%,-7.32%,-13.14%,-25.84%,14.07%,534.56%,1453.14%,3619,9879,11970,13651,15617,-73.49%,-27.63%,-12.32%,-76.83%,-36.74%,-23.35%,-12.59%,0.3,₹103,43,2,2,
538891,Magellanic Cloud Ltd,1981,"₹5,188 Cr",Mid Cap,Technology,Software & IT Services,₹89,4.23%,₹43,₹136,108.45%,-34.92%,₹84,₹79,₹73,4.23%,-0.18%,15.59%,34.06%,25.60%,-25.06%,384.98%,3744.16%,814152,316493,2821187,1103571,685295,-26.23%,-71.32%,155.64%,18.80%,-53.82%,311.68%,61.04%,0.7,₹85,50,2,2,
